id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
2011,Tezos,XTZ,tezos,236,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']",,908474235.722983,929974841.307155,,38,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 1.6678358880372206, 'volume_24h': 36428807.83271446, 'volume_change_24h': -41.3413, 'percent_change_1h': -0.14717329, 'percent_change_24h': 2.73920538, 'percent_change_7d': 10.59208388, 'percent_change_30d': -14.00970735, 'percent_change_60d': 9.48092502, 'percent_change_90d': -5.30997344, 'market_cap': 1515185933.6959767, 'market_cap_dominance': 0.1451, 'fully_diluted_market_cap': 1551045415.3, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
1966,Decentraland,MANA,decentraland,302,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']",,1855088591.7804768,2193543427.320146,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0f5d2fb29fb7d3cfee444a200298f468908cc942'}",39,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.8135354903603144, 'volume_24h': 168225265.5243473, 'volume_change_24h': -0.1657, 'percent_change_1h': 0.28733024, 'percent_change_24h': 1.78910515, 'percent_change_7d': 4.38544351, 'percent_change_30d': -23.7067044, 'percent_change_60d': -0.7940153, 'percent_change_90d': -3.80197475, 'market_cap': 1509180407.1759553, 'market_cap_dominance': 0.1444, 'fully_diluted_market_cap': 1784525427.77, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
6210,The Sandbox,SAND,the-sandbox,267,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio']",3000000000.0,1499470108.2233226,3000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3845badAde8e6dFF049820680d1F14bD3903a5d0'}",40,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.9928475811992709, 'volume_24h': 299771800.8060678, 'volume_change_24h': 16.8561, 'percent_change_1h': 1.27162342, 'percent_change_24h': 2.76518591, 'percent_change_7d': 7.051456, 'percent_change_30d': -25.41325373, 'percent_change_60d': -13.08601018, 'percent_change_90d': -2.96512892, 'market_cap': 1488745270.0301347, 'market_cap_dominance': 0.1425, 'fully_diluted_market_cap': 2978542743.6, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
4642,Hedera,HBAR,hedera,111,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,21084776583.751095,50000000000.0,,41,19389577881.0,1236871477.5431645,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.0637905314460293, 'volume_24h': 28036657.9476611, 'volume_change_24h': -14.1632, 'percent_change_1h': 0.39748896, 'percent_change_24h': 1.19243163, 'percent_change_7d': 3.4713062, 'percent_change_30d': -22.86901545, 'percent_change_60d': 3.23085459, 'percent_change_90d': -13.84442487, 'market_cap': 1345009103.6982763, 'market_cap_dominance': 0.1287, 'fully_diluted_market_cap': 3189526572.3, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
7278,Aave,AAVE,aave,412,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem']",16000000.0,14089352.07464345,16000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",42,,,0.19395264,2022-09-10T16:48:00.000Z,"{'USD': {'price': 90.65260133056375, 'volume_24h': 141136215.8035607, 'volume_change_24h': 6.2768, 'percent_change_1h': 0.01200308, 'percent_change_24h': 0.06885188, 'percent_change_7d': 4.3805557, 'percent_change_30d': -15.88688713, 'percent_change_60d': 27.3761202, 'percent_change_90d': 20.107635, 'market_cap': 1277236416.628604, 'market_cap_dominance': 0.1223, 'fully_diluted_market_cap': 1450441621.29, 'tvl': 6585300518.889919, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
6892,Elrond,EGLD,elrond-egld,120,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain']",31415926.0,23120755.12892951,23016298.0,,43,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 53.84218722518027, 'volume_24h': 49426170.38526914, 'volume_change_24h': -12.0252, 'percent_change_1h': -0.07710291, 'percent_change_24h': 0.16653234, 'percent_change_7d': 3.9316629, 'percent_change_30d': -19.53182768, 'percent_change_60d': 6.73135072, 'percent_change_90d': 14.69635999, 'market_cap': 1244872026.4393697, 'market_cap_dominance': 0.1191, 'fully_diluted_market_cap': 1691502169.54, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
3155,Quant,QNT,quant,102,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14612493.0,12072738.0,14612493.080826,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4a220e6096b25eadb88358cb44068a3248254675'}",44,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 101.04688349817265, 'volume_24h': 19946796.50007481, 'volume_change_24h': -41.225, 'percent_change_1h': -0.32121961, 'percent_change_24h': -3.40812554, 'percent_change_7d': 9.14047438, 'percent_change_30d': -20.41807784, 'percent_change_60d': 20.00808197, 'percent_change_90d': 89.15142825, 'market_cap': 1219912550.189962, 'market_cap_dominance': 0.1168, 'fully_diluted_market_cap': 1476546877.79, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
6783,Axie Infinity,AXS,axie-infinity,248,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio']",270000000.0,83056186.67033975,270000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbb0e17ef65f82ab018d8edd776e8dd940327b28b'}",45,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 14.585661892354969, 'volume_24h': 102654640.83338402, 'volume_change_24h': -42.2643, 'percent_change_1h': 1.12779497, 'percent_change_24h': -1.35397976, 'percent_change_7d': -3.33635715, 'percent_change_30d': -21.73087396, 'percent_change_60d': 8.59524662, 'percent_change_90d': -6.97045526, 'market_cap': 1211429456.841895, 'market_cap_dominance': 0.1159, 'fully_diluted_market_cap': 3938128710.94, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
4066,Chiliz,CHZ,chiliz,266,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments']",8888888888.0,6000386952.737894,8888888888.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3506424f91fd33084466f402d5d97f05f8e3b4af'}",46,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.19980044187097581, 'volume_24h': 271301965.7396566, 'volume_change_24h': -26.0479, 'percent_change_1h': -0.58020132, 'percent_change_24h': -1.16374286, 'percent_change_7d': -7.80275896, 'percent_change_30d': 31.64558652, 'percent_change_60d': 94.27604202, 'percent_change_90d': 91.80376264, 'market_cap': 1198879964.5538692, 'market_cap_dominance': 0.1148, 'fully_diluted_market_cap': 1776003927.56, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
2416,Theta Network,THETA,theta-network,122,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'defi', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,,47,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 1.1825001347653725, 'volume_24h': 33274936.08089068, 'volume_change_24h': -20.4807, 'percent_change_1h': 0.40538801, 'percent_change_24h': 0.95477602, 'percent_change_7d': 3.50065104, 'percent_change_30d': -26.04588646, 'percent_change_60d': 3.04028194, 'percent_change_90d': 1.59852579, 'market_cap': 1182500134.7653725, 'market_cap_dominance': 0.1131, 'fully_diluted_market_cap': 1182500134.77, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
2563,TrueUSD,TUSD,trueusd,301,2018-03-06T00:00:00.000Z,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'arbitrum-ecosytem', 'bnb-chain', 'usd-stablecoin']",,1062610382.0575721,1227899013.9824455,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000085d4780B73119b644AE5ecd22b376'}",48,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 1.0000037770109693, 'volume_24h': 100087671.99526931, 'volume_change_24h': -35.5069, 'percent_change_1h': 0.04099821, 'percent_change_24h': 0.02926085, 'percent_change_7d': 0.00285279, 'percent_change_30d': 0.0163888, 'percent_change_60d': -0.0563328, 'percent_change_90d': -0.07293714, 'market_cap': 1062614395.5486413, 'market_cap_dominance': 0.1016, 'fully_diluted_market_cap': 1227903651.77, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
3602,Bitcoin SV,BSV,bitcoin-sv,180,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel']",21000000.0,19166039.14423905,19166039.14423905,,49,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 54.77345730557306, 'volume_24h': 79852610.3322293, 'volume_change_24h': -21.0526, 'percent_change_1h': -0.15787236, 'percent_change_24h': -0.91759025, 'percent_change_7d': 4.30311364, 'percent_change_30d': -12.61233262, 'percent_change_60d': 7.32602747, 'percent_change_90d': 8.54874673, 'market_cap': 1049790226.7839196, 'market_cap_dominance': 0.1004, 'fully_diluted_market_cap': 1150242603.42, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
1437,Zcash,ZEC,zcash,267,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'bnb-chain']",21000000.0,15234543.75,15234543.75,,50,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 65.26496728609672, 'volume_24h': 68005216.01525608, 'volume_change_24h': -8.0194, 'percent_change_1h': 0.67335537, 'percent_change_24h': 1.33208453, 'percent_change_7d': 4.85662431, 'percent_change_30d': -17.88700954, 'percent_change_60d': 19.23364494, 'percent_change_90d': -17.74650645, 'market_cap': 994281999.4623592, 'market_cap_dominance': 0.0951, 'fully_diluted_market_cap': 1370564313.01, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
3897,OKB,OKB,okb,75,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio']",,60000000.0,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",51,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 16.405062284699046, 'volume_24h': 22257817.77267869, 'volume_change_24h': -47.1119, 'percent_change_1h': 0.31851449, 'percent_change_24h': -0.60921137, 'percent_change_7d': 5.62918832, 'percent_change_30d': -13.47174272, 'percent_change_60d': 34.79185917, 'percent_change_90d': 39.60179193, 'market_cap': 984303737.0819428, 'market_cap_dominance': 0.0942, 'fully_diluted_market_cap': 4921518685.41, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
2087,KuCoin Token,KCS,kucoin-token,39,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']",170118638.0,98379860.95,145879861.0,,52,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 9.719513848880577, 'volume_24h': 2630185.27887573, 'volume_change_24h': -8.5334, 'percent_change_1h': 0.50159568, 'percent_change_24h': 1.48208222, 'percent_change_7d': 6.30349216, 'percent_change_30d': -9.01906565, 'percent_change_60d': 9.56731088, 'percent_change_90d': -33.63490468, 'market_cap': 956204420.9544705, 'market_cap_dominance': 0.0915, 'fully_diluted_market_cap': 1653470457.99, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
3330,Pax Dollar,USDP,paxos-standard,73,2018-09-27T00:00:00.000Z,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'bnb-chain', 'usd-stablecoin']",,945642940.11,945642940.11,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8e870d67f660d95d5be530380d0ec0bd388289e1'}",53,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 1.0010545502136616, 'volume_24h': 6377031.85487922, 'volume_change_24h': -17.3091, 'percent_change_1h': 0.12818263, 'percent_change_24h': 0.08956026, 'percent_change_7d': 0.10641324, 'percent_change_30d': -0.04702969, 'percent_change_60d': -0.1709402, 'percent_change_90d': -0.26348727, 'market_cap': 946640168.0745406, 'market_cap_dominance': 0.0906, 'fully_diluted_market_cap': 946640168.07, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
16086,BitTorrent-New,BTT,bittorrent-new,84,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain']",,940054375000000.0,990000000000000.0,"{'id': 1958, 'name': 'TRON', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4'}",54,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 9.077267336617684e-07, 'volume_24h': 27067622.43165274, 'volume_change_24h': -11.3958, 'percent_change_1h': -0.15884948, 'percent_change_24h': -0.11992667, 'percent_change_7d': 3.34517596, 'percent_change_30d': -10.21678198, 'percent_change_60d': 9.53988927, 'percent_change_90d': -6.0320609, 'market_cap': 853312487.2832052, 'market_cap_dominance': 0.0817, 'fully_diluted_market_cap': 898649466.33, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
10791,eCash,XEC,ecash,53,2021-07-08T00:00:00.000Z,[],21000000000000.0,19166767173303.0,18899704673313.0,,55,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 4.4441912764058127e-05, 'volume_24h': 18149424.10939506, 'volume_change_24h': -61.3247, 'percent_change_1h': 0.62723379, 'percent_change_24h': 0.76877371, 'percent_change_7d': -0.06762278, 'percent_change_30d': -6.07931876, 'percent_change_60d': 16.12890057, 'percent_change_90d': 0.02527248, 'market_cap': 851807794.6849449, 'market_cap_dominance': 0.0815, 'fully_diluted_market_cap': 933280168.05, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
1720,IOTA,MIOTA,iota,83,2017-06-13T00:00:00.000Z,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy', 'bnb-chain']",2779530283.0,2779530283.0,2779530283.0,,56,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.29392037985967956, 'volume_24h': 13578587.79949512, 'volume_change_24h': -17.433, 'percent_change_1h': 0.3711893, 'percent_change_24h': 1.76584674, 'percent_change_7d': 4.74164256, 'percent_change_30d': -17.36514144, 'percent_change_60d': 11.78659765, 'percent_change_90d': -1.13881763, 'market_cap': 816960596.6108426, 'market_cap_dominance': 0.0782, 'fully_diluted_market_cap': 816960596.61, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
6719,The Graph,GRT,the-graph,236,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",10057044431.0,6900000000.0,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc944e90c64b2c07662a292be6244bdf05cda44a7'}",57,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.11394805384481399, 'volume_24h': 46879325.00985646, 'volume_change_24h': -10.9039, 'percent_change_1h': 0.45485751, 'percent_change_24h': 3.61259297, 'percent_change_7d': 11.85903398, 'percent_change_30d': -19.78631927, 'percent_change_60d': 23.28154645, 'percent_change_90d': -5.58002636, 'market_cap': 786241571.5292165, 'market_cap_dominance': 0.0752, 'fully_diluted_market_cap': 1145980640.34, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
20314,Terra,LUNA,terra-luna-v2,72,2022-05-26T12:47:26.000Z,[],0.0,127475474.310907,1004262701.0,,58,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 5.969490591631248, 'volume_24h': 5120845988.717142, 'volume_change_24h': 22.1162, 'percent_change_1h': -0.24624616, 'percent_change_24h': -4.35511769, 'percent_change_7d': 225.49221734, 'percent_change_30d': 196.5102363, 'percent_change_60d': 213.3312467, 'percent_change_90d': 89.18206943, 'market_cap': 760963644.5626903, 'market_cap_dominance': 0.0728, 'fully_diluted_market_cap': 5994936745.15, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
1518,Maker,MKR,maker,276,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain']",1005577.0,977631.03695089,977631.03695089,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",59,,,0.08754646,2022-09-10T16:48:00.000Z,"{'USD': {'price': 757.8633243360148, 'volume_24h': 31153831.64856924, 'volume_change_24h': -25.5485, 'percent_change_1h': 0.04425635, 'percent_change_24h': -1.64981508, 'percent_change_7d': 1.83381718, 'percent_change_30d': -30.99955857, 'percent_change_60d': -13.14297234, 'percent_change_90d': -20.8286071, 'market_cap': 740910707.6376668, 'market_cap_dominance': 0.071, 'fully_diluted_market_cap': 762089928.1, 'tvl': 8463057379.08438, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
19891,USDD,USDD,usdd,78,2022-05-02T08:07:12.000Z,"['stablecoin', 'algorithmic-stablecoin', 'usd-stablecoin']",,725332036.841348,725332036.841348,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6'}",60,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.9993642425626706, 'volume_24h': 71948086.8451194, 'volume_change_24h': -30.2722, 'percent_change_1h': 0.01411063, 'percent_change_24h': 0.06342149, 'percent_change_7d': -0.03498402, 'percent_change_30d': -0.04931363, 'percent_change_60d': 0.31173199, 'percent_change_90d': -0.04788671, 'market_cap': 724870901.6043929, 'market_cap_dominance': 0.0694, 'fully_diluted_market_cap': 724870901.6, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
2502,Huobi Token,HT,huobi-token,110,2018-02-03T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'algorand-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",500000000.0,153357694.25441208,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6f259637dcd74c767781e37bc6133cd6a68aa161'}",61,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 4.686260210897052, 'volume_24h': 11950066.81512089, 'volume_change_24h': -25.1222, 'percent_change_1h': -0.12373336, 'percent_change_24h': -1.58618273, 'percent_change_7d': -1.00776839, 'percent_change_30d': 4.4442861, 'percent_change_60d': 7.36142949, 'percent_change_90d': -31.93857257, 'market_cap': 718674060.6193668, 'market_cap_dominance': 0.0687, 'fully_diluted_market_cap': 2343130105.45, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
2586,Synthetix,SNX,synthetix,289,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain']",291657310.0,237934906.41383663,296283751.0387736,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",62,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 2.9687448147784115, 'volume_24h': 76069727.80029315, 'volume_change_24h': 2.7294, 'percent_change_1h': -0.46929352, 'percent_change_24h': -1.36938653, 'percent_change_7d': 1.04294005, 'percent_change_30d': -27.3023288, 'percent_change_60d': 20.40115905, 'percent_change_90d': 30.01790919, 'market_cap': 706368019.6708641, 'market_cap_dominance': 0.0676, 'fully_diluted_market_cap': 865856126.75, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
5665,Helium,HNT,helium,57,2020-06-05T00:00:00.000Z,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']",223000000.0,125876842.52092092,223000000.0,,63,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 5.597629710495733, 'volume_24h': 87987046.85628217, 'volume_change_24h': 73.3039, 'percent_change_1h': -5.33867043, 'percent_change_24h': 20.56877227, 'percent_change_7d': 22.95678461, 'percent_change_30d': -36.28999137, 'percent_change_60d': -36.37434862, 'percent_change_90d': -39.67224115, 'market_cap': 704611953.5584995, 'market_cap_dominance': 0.0674, 'fully_diluted_market_cap': 1248271425.44, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
3513,Fantom,FTM,fantom,361,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem']",3175000000.0,2545006273.0,2545006273.0,,64,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.2739279908846858, 'volume_24h': 204213695.67476484, 'volume_change_24h': 17.1351, 'percent_change_1h': 0.46214558, 'percent_change_24h': 1.61589483, 'percent_change_7d': 1.92175384, 'percent_change_30d': -31.04285622, 'percent_change_60d': 10.89892896, 'percent_change_90d': 13.49433502, 'market_cap': 697148455.1518121, 'market_cap_dominance': 0.0667, 'fully_diluted_market_cap': 869721371.06, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
1376,Neo,NEO,neo,250,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,,65,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 9.837196328970254, 'volume_24h': 51326171.20276563, 'volume_change_24h': -10.2139, 'percent_change_1h': 0.40762527, 'percent_change_24h': 2.12366797, 'percent_change_7d': 7.59389178, 'percent_change_30d': -18.80258262, 'percent_change_60d': 17.13828912, 'percent_change_90d': -17.81715353, 'market_cap': 693904329.3630532, 'market_cap_dominance': 0.0664, 'fully_diluted_market_cap': 983719632.9, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
4256,Klaytn,KLAY,klaytn,120,2020-03-30T00:00:00.000Z,"['platform', 'enterprise-solutions', 'injective-ecosystem']",,3016607820.8,10782297980.8,,66,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.22812449993547665, 'volume_24h': 37578765.24902578, 'volume_change_24h': -3.3064, 'percent_change_1h': -0.12867656, 'percent_change_24h': 1.55973073, 'percent_change_7d': -0.56216914, 'percent_change_30d': -23.96703549, 'percent_change_60d': 4.42333997, 'percent_change_90d': -25.95484355, 'market_cap': 688162150.621448, 'market_cap_dominance': 0.0658, 'fully_diluted_market_cap': 2459706335.03, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
4157,THORChain,RUNE,thorchain,102,2019-07-23T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange', 'defi', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",500000000.0,330688061.33445597,334937974.91478544,"{'id': 1839, 'name': 'BNB', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': 'RUNE-B1A'}",67,308031945.0,614810403.6911556,4.96130116,2022-09-10T16:48:00.000Z,"{'USD': {'price': 1.9959306613187655, 'volume_24h': 65602194.13806625, 'volume_change_24h': -16.665, 'percent_change_1h': 0.55217192, 'percent_change_24h': 0.07215609, 'percent_change_7d': 5.53408175, 'percent_change_30d': -33.15551414, 'percent_change_60d': -4.6109033, 'percent_change_90d': -17.34740276, 'market_cap': 660030440.9495012, 'market_cap_dominance': 0.0631, 'fully_diluted_market_cap': 997965330.66, 'tvl': 133035754.08269, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
5068,Neutrino USD,USDN,neutrino-usd,66,2020-01-30T00:00:00.000Z,"['defi', 'stablecoin', 'algorithmic-stablecoin', 'bnb-chain', 'usd-stablecoin']",,683231191.278152,683231795.3382221,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x674C6Ad92Fd080e4004b2312b45f796a192D27a0'}",68,,,,2022-09-10T16:48:00.000Z,"{'USD': {'price': 0.9431443838468698, 'volume_24h': 4428415.05680571, 'volume_change_24h': 5.3918, 'percent_change_1h': 0.13551042, 'percent_change_24h': 3.36678387, 'percent_change_7d': 0.07729452, 'percent_change_30d': -4.6451515, 'percent_change_60d': -4.81178076, 'percent_change_90d': -4.63343006, 'market_cap': 644385660.9229956, 'market_cap_dominance': 0.0617, 'fully_diluted_market_cap': 644386230.64, 'tvl': None, 'last_updated': '2022-09-10T16:48:00.000Z'}}"
